Window,Num threads,Num Variables,Num locks,Num unique good writes,Num mmaps,Max stack size,Max seen size,Time taken (sec),Window result,Window Size
11,1,4,9,5,18,1,70,0.014,true,70
12,1,0,2,0,18,1,70,0.014,true,70
13,2,10,4,0,18,9,529,0.167,true,70
14,3,17,7,6,18,36,13038,7.612,true,70
15,1,0,1,0,18,1,70,0.025,true,70
16,2,6,10,11,18,33,679,0.318,true,70
17,2,4,11,4,18,9,579,0.277,true,70
18,1,4,10,7,18,1,70,0.028,true,70
19,1,4,11,7,18,1,70,0.027,true,70
20,3,9,19,8,18,70,29136,21.78,true,70
21,3,7,16,6,18,32,8426,5.973,true,70
22,1,2,3,0,18,1,70,0.028,true,70
23,1,5,8,6,18,1,70,0.028,true,70
24,2,5,11,9,18,2,103,0.045,true,70
25,2,6,15,8,18,40,2001,1.056,true,70
26,2,7,16,8,18,22,1299,0.712,true,70
27,1,6,14,10,18,1,70,0.029,true,70
28,1,5,10,10,18,1,70,0.028,true,70
29,2,4,8,8,18,21,531,0.289,true,70
30,2,9,12,8,18,38,1460,0.801,true,70
31,1,8,10,10,18,1,70,0.03,true,70
32,2,8,10,12,18,5,261,0.138,true,70
33,3,8,9,11,18,53,7115,5.146,true,70
34,3,8,17,9,18,52,5856,4.323,true,70
35,2,4,10,9,18,11,284,0.163,true,70
36,2,9,11,9,18,53,1755,1.028,true,70
37,2,8,10,9,18,31,1189,0.672,true,70
38,3,10,8,11,18,65,20657,15.936,true,70
39,3,10,9,12,18,47,10552,8.286,true,70
40,3,9,11,12,18,7,849,0.582,true,70
41,1,9,12,11,18,1,70,0.03,true,70
42,3,8,13,9,18,16,2251,1.736,true,70
43,2,17,4,7,18,19,695,0.41,true,70
44,2,24,5,12,18,51,1784,1.099,true,70
45,1,8,4,7,18,1,23,0.013,true,70
