Window,Num threads,Num Variables,Num locks,Num unique good writes,Num mmaps,Max stack size,Max seen size,Time taken (sec),Window result
0,2,6,1,30,1,11,571,0.004,true
1,2,6,1,33,3,56,847,0.023,true
2,2,6,1,30,3,43,558,0.014,true
3,2,6,1,29,3,34,531,0.013,true
4,2,6,1,29,3,35,479,0.012,true
5,3,6,1,25,3,46,1641,0.049,true
6,3,6,1,24,3,58,1972,0.063,true
7,4,6,1,23,3,67,7065,0.24,true
8,4,5,1,22,3,63,4514,0.143,true
9,4,6,1,20,3,66,5370,0.174,true
10,4,6,1,22,3,55,12853,0.429,true
11,4,5,1,23,3,49,8090,0.252,true
12,4,5,1,20,3,53,10051,0.309,true
13,4,5,1,21,3,51,9463,0.295,true
14,4,5,1,20,3,55,5492,0.173,true
15,4,5,1,22,3,47,7198,0.212,true
16,4,5,1,22,3,49,9601,0.289,true
17,4,5,1,21,3,54,3882,0.115,true
18,4,6,1,26,3,43,2141,0.065,true
19,4,6,1,21,3,55,7379,0.231,true
20,4,5,1,22,3,51,7208,0.215,true
21,4,5,1,21,3,50,9250,0.282,true
22,4,5,1,19,3,53,9707,0.309,true
23,4,6,1,22,3,50,2446,0.072,true
24,4,6,1,27,3,61,1809,0.059,true
25,4,6,1,25,3,58,6013,0.189,true
26,4,5,1,19,3,51,8578,0.256,true
27,4,5,1,22,3,57,9506,0.295,true
28,4,5,1,23,3,55,9742,0.323,true
29,4,5,1,20,3,55,7247,0.225,true
30,4,5,1,22,3,55,4609,0.137,true
31,4,5,1,20,3,56,5106,0.159,true
32,4,5,1,20,3,55,4454,0.136,true
33,4,6,1,23,3,60,4281,0.135,true
34,4,6,1,24,3,53,2151,0.068,true
35,4,6,1,25,3,48,2281,0.07,true
36,4,5,1,23,3,52,2472,0.079,true
37,4,6,1,22,3,52,3188,0.096,true
38,3,6,1,24,3,61,1757,0.056,true
39,3,6,1,27,3,44,1610,0.047,true
40,3,6,1,26,3,57,1750,0.055,true
41,3,6,1,25,3,51,1681,0.052,true
42,3,6,1,29,3,49,1065,0.033,true
43,3,6,1,25,3,47,1238,0.039,true
44,3,6,1,25,3,53,1676,0.052,true
45,3,6,1,28,3,39,963,0.03,true
46,3,6,1,27,3,52,1599,0.05,true
47,3,6,1,29,3,54,1468,0.045,true
48,3,6,1,27,3,48,2023,0.064,true
49,3,6,1,27,3,33,1173,0.036,true
50,3,6,1,24,3,38,1189,0.035,true
51,3,6,1,27,3,35,1238,0.038,true
52,3,6,1,28,3,44,1050,0.034,true
53,3,6,1,28,3,45,1707,0.054,true
54,3,6,1,24,2,40,1150,0.023,true
55,3,6,1,23,2,48,1243,0.025,true
56,3,6,1,27,2,46,1439,0.03,true
57,3,6,1,26,2,41,1265,0.027,true
58,3,6,1,26,2,49,1175,0.024,true
59,3,6,1,29,2,51,1512,0.034,true
60,3,6,1,28,2,40,1115,0.022,true
61,3,6,1,26,2,46,1603,0.033,true
62,3,6,1,22,2,36,1260,0.027,true
63,3,6,1,28,2,39,1139,0.023,true
64,3,6,1,26,2,41,1265,0.027,true
65,3,6,1,23,2,45,1316,0.027,true
66,3,6,1,26,2,37,1540,0.028,true
67,3,6,1,25,2,42,2924,0.057,true
68,3,6,1,24,2,51,1592,0.033,true
69,3,6,1,26,2,40,732,0.015,true
70,2,6,1,30,2,34,530,0.01,true
71,2,6,1,27,2,33,524,0.01,true
72,2,6,1,27,2,35,523,0.01,true
73,2,6,1,30,2,31,446,0.008,true
74,2,6,1,29,2,35,519,0.01,true
75,2,6,1,27,2,23,377,0.007,true
76,2,6,1,29,2,37,603,0.012,true
77,2,6,1,27,2,30,448,0.008,true
78,2,6,1,29,2,29,525,0.01,true
79,2,6,1,33,2,33,472,0.009,true
80,2,6,1,28,2,37,539,0.01,true
81,2,6,1,27,2,28,341,0.007,true
82,2,6,1,13,2,7,117,0.002,true
