Window,Num threads,Num Variables,Num locks,Num unique good writes,Num mmaps,Max stack size,Max seen size,Time taken (sec),Window result
0,2,6,1,2,1,9,136,0.002,true
1,1,4,1,4,9,1,10,0,true
2,1,3,1,3,3,1,10,0,true
3,1,4,1,5,3,1,10,0,true
4,1,3,1,3,3,1,10,0,true
5,1,4,1,3,3,1,10,0,true
6,1,4,1,4,3,1,10,0,true
7,1,3,1,3,3,1,10,0,true
8,1,4,1,5,3,1,10,0,true
9,1,3,1,3,3,1,10,0,true
10,1,4,1,3,3,1,10,0,true
11,1,4,1,4,3,1,10,0,true
12,2,4,1,5,3,6,43,0.001,true
13,2,2,1,3,3,5,25,0,true
14,2,3,1,3,3,7,33,0.001,true
15,2,4,1,4,3,1,10,0,true
16,2,2,1,3,3,3,21,0,true
17,2,4,1,5,3,7,43,0.001,true
18,2,2,1,3,3,5,25,0,true
19,2,3,1,3,3,7,33,0,true
20,2,4,1,3,3,2,14,0,true
21,2,4,1,5,3,5,21,0,true
22,2,4,1,4,3,5,21,0,true
23,2,2,1,4,3,9,37,0.001,true
24,2,3,1,3,3,6,26,0,true
25,2,3,1,3,3,2,14,0,true
26,2,4,1,5,3,5,21,0,true
27,2,4,1,4,3,5,21,0,true
28,2,2,1,3,3,5,24,0,true
29,2,2,1,3,3,3,18,0,true
30,2,4,1,4,3,1,10,0,true
31,2,4,1,5,3,4,33,0,true
32,2,3,1,4,3,6,32,0,true
33,2,2,1,3,3,3,18,0,true
34,2,2,1,3,3,3,13,0,true
35,2,4,1,5,3,4,15,0,true
36,2,5,1,4,3,4,15,0,true
37,2,2,1,3,3,5,22,0,true
38,2,2,1,2,3,1,10,0,true
39,1,4,1,5,3,1,10,0,true
40,2,3,1,3,3,4,25,0,true
41,2,4,1,5,3,1,10,0,true
42,2,2,1,3,3,2,17,0,true
43,2,4,1,4,3,3,21,0,true
44,2,3,1,4,3,2,13,0,true
45,2,5,1,5,3,4,20,0,true
46,2,3,1,3,3,5,25,0,true
47,2,3,1,4,3,3,19,0,true
48,2,4,1,3,3,2,14,0,true
49,2,4,1,5,3,5,21,0,true
50,2,4,1,4,3,5,21,0,true
51,2,2,1,3,3,5,24,0,true
52,2,2,1,3,3,3,18,0,true
53,1,4,1,3,3,1,10,0,true
54,1,3,1,4,3,1,10,0,true
55,2,4,1,4,3,2,15,0,true
56,2,4,1,5,3,5,24,0,true
57,2,3,1,3,3,5,25,0,true
58,2,2,1,3,3,5,27,0,true
59,2,2,1,3,3,2,11,0,true
60,2,4,1,5,3,1,10,0,true
61,3,3,1,3,3,4,21,0,true
62,2,2,1,3,3,1,10,0,true
63,3,3,1,4,3,4,21,0,true
64,2,4,1,5,3,3,14,0,true
65,2,2,1,2,3,7,26,0,true
66,2,4,1,4,3,5,18,0,true
67,3,4,1,4,3,3,19,0,true
68,1,3,1,3,3,1,10,0,true
69,3,3,1,3,3,4,23,0,true
70,1,4,1,4,3,1,10,0,true
71,2,3,1,4,3,2,12,0,true
72,2,4,1,5,3,4,28,0,true
73,2,4,1,4,3,4,23,0,true
74,2,2,1,4,3,6,30,0.001,true
75,3,2,1,2,3,4,20,0,true
76,3,3,1,3,3,2,13,0,true
77,3,3,1,3,3,2,16,0,true
78,2,5,1,4,3,7,33,0.001,true
79,2,4,1,4,3,3,18,0,true
80,2,4,1,4,3,5,27,0,true
81,3,4,1,3,3,8,57,0.001,true
82,3,3,1,4,3,5,21,0,true
83,3,3,1,3,3,4,19,0,true
84,2,3,1,2,3,2,19,0,true
