Window,Num threads,Num Variables,Num locks,Num unique good writes,Num mmaps,Max stack size,Max seen size,Time taken (sec),Window result
0,3,6,1,36,1,27,1434,0.013,true
1,2,6,1,41,3,61,868,0.023,true
2,2,6,1,34,3,46,644,0.016,true
3,2,6,1,32,3,46,682,0.017,true
4,3,6,1,30,3,62,2426,0.07,true
5,4,6,1,28,3,69,3139,0.101,true
6,4,5,1,25,3,87,10440,0.344,true
7,4,6,1,26,3,85,7053,0.227,true
8,4,6,1,25,3,69,24886,0.789,true
9,4,5,1,26,3,61,15639,0.476,true
10,4,5,1,23,3,69,23391,0.766,true
11,4,5,1,25,3,69,13347,0.44,true
12,4,5,1,26,3,61,14807,0.471,true
13,4,5,1,24,3,67,11071,0.355,true
14,4,5,1,30,3,53,4707,0.145,true
15,4,6,1,25,3,72,9974,0.328,true
16,4,5,1,26,3,62,14814,0.465,true
17,4,5,1,23,3,71,22591,0.723,true
18,4,6,1,26,3,68,12550,0.406,true
19,4,6,1,33,3,69,2595,0.086,true
20,4,6,1,28,3,71,14966,0.469,true
21,4,5,1,23,3,62,16515,0.537,true
22,4,5,1,27,3,72,23586,0.771,true
23,4,5,1,24,3,69,13573,0.433,true
24,4,5,1,26,3,74,9155,0.278,true
25,4,5,1,23,3,62,5712,0.166,true
26,4,6,1,23,3,74,11796,0.378,true
27,4,6,1,28,3,69,3287,0.099,true
28,4,6,1,29,3,66,5093,0.141,true
29,4,5,1,29,3,65,6124,0.169,true
30,3,6,1,28,3,63,2751,0.081,true
31,3,6,1,35,3,66,2334,0.066,true
32,3,6,1,30,3,67,2073,0.059,true
33,3,6,1,32,3,67,1906,0.055,true
34,3,6,1,31,3,61,1426,0.041,true
35,3,6,1,28,3,59,2066,0.059,true
36,3,6,1,31,3,43,1191,0.035,true
37,3,6,1,31,3,62,1625,0.046,true
38,3,6,1,30,3,61,2060,0.059,true
39,3,6,1,31,2,46,1607,0.03,true
40,3,6,1,30,2,49,1757,0.031,true
41,3,6,1,34,2,52,1506,0.027,true
42,3,6,1,32,2,51,1779,0.031,true
43,3,6,1,30,2,54,1766,0.033,true
44,3,6,1,28,2,56,1535,0.028,true
45,3,6,1,31,2,58,1985,0.036,true
46,3,6,1,30,2,50,1818,0.033,true
47,3,6,1,33,2,57,1717,0.037,true
48,3,6,1,33,2,48,1433,0.03,true
49,3,6,1,29,4,55,1877,0.037,true
50,3,6,1,30,2,43,1665,0.031,true
51,3,6,1,30,2,64,1922,0.039,true
52,3,6,1,28,2,57,1710,0.031,true
53,3,6,1,33,2,56,2338,0.041,true
54,3,6,1,29,2,63,2688,0.049,true
55,3,6,1,31,2,52,883,0.016,true
56,2,6,1,34,2,46,703,0.012,true
57,2,6,1,33,4,43,621,0.011,true
58,2,6,1,38,2,37,793,0.014,true
59,2,6,1,32,2,44,666,0.012,true
60,2,6,1,32,2,33,524,0.009,true
61,2,6,1,35,2,40,715,0.012,true
62,2,6,1,35,2,34,649,0.011,true
63,2,6,1,37,2,40,601,0.01,true
64,2,6,1,33,2,45,667,0.011,true
65,2,6,1,32,2,26,398,0.006,true
